URL,URL_activa
https://turismo.buenosaires.gob.ar/es/que-hacer-en-la-ciudad,True
https://tranvia.org.ar/thba/,True
https://www.argentina.gob.ar/educacion/visitas-guiadas-y-talleres-palacio-sarmiento,True
https://turismo.buenosaires.gob.ar/es/que-hacer-en-la-ciudad,True
https://buenosaires.gob.ar/visitanos/visitas-guiadas-especiales,True
https://teatrocolon.org.ar/ ,True
https://entradasba.buenosaires.gob.ar/landing/teatro-colon---visitas-guiadas?idEspectaculoCartel=413&cHashValidacion=7354260f779b186bc12e4c05bf24947dbfb0c065,True
https://teatrociego.org/,True
https://elnacionalsancorseguros.com/,True
http://teatropera.com/,True
https://www.lolamembrives.com/,True
https://teatro-granrex.com.ar/,True
https://maipo.com.ar/,True
https://complejoteatral.gob.ar/teatro-sarmiento,True
https://complejoteatral.gob.ar/teatro-san-martin,True
https://complejoteatral.gob.ar/teatro-de-la-ribera,True
https://complejoteatral.gob.ar/teatro-regio,True
https://www.teatrometropolitan.ar/,True
http://www.teatroapolo.com.ar/,True
https://www.teatrocoliseo.org.ar/,True
https://complejoteatral.gob.ar/teatro-presidente-alvear,True
http://www.teatroluisavehil.com/,True
https://www.latrastienda.com/,False
https://ndteatro.com.ar/,False
http://www.teatropicadilly.com.ar/,True
https://www.teatroastral.com.ar/,True
https://www.teatrocervantes.gob.ar/,True
https://www.distritoteatral.com/,True
https://asaramas.ar/,True
https://www.sanignaciodeloyola.org.ar/visitas-guiadas/,True
https://buenosaires.gob.ar/noticias/monumentos-de-la-ciudad,True
https://buenosaires.gob.ar/el-parque/mirador-de-la-torre-espacial,False
https://planetario.buenosaires.gob.ar/,True
https://buenosaires.gob.ar/espacio-virrey-liniers-0,True
https://buenosaires.gob.ar/barraca-pena,True
https://buenosaires.gob.ar/barraca-pena/visitas-y-agenda,True
https://elculturalsanmartin.ar/,True
https://buenosaires.gob.ar/ecoparque/conservacion,True
https://buenosaires.gob.ar/colecciones-3,True
https://buenosaires.gob.ar/vicejefatura/ambiente/reservasecologicas/reserva-ecologica-costanera-sur/la-reserva,True
https://buenosaires.gob.ar/reservasecologicas/reservaecologicacostanerasur/flora,True
https://buenosaires.gob.ar/vicejefatura/ambiente/reservasecologicas/reserva-ecologica-costanera-sur/fauna,True
https://buenosaires.gob.ar/reservasecologicas/reservaecologicacostanerasur/ambientes,True
https://buenosaires.gob.ar/el-parque,True
https://buenosaires.gob.ar/el-parque/colaboracion,True
https://buenosaires.gob.ar/el-parque/curiosidades,True
https://buenosaires.gob.ar/ecoparque/especies-del-ecoparque,True
https://buenosaires.gob.ar/ecoparque/actividades,True
http://www.centroculturalrecoleta.org/,True
https://museodelacarcova.una.edu.ar/contenidos/visitas-guiadas_12934,True
https://www.xulsolar.org.ar/horarios.html ,False
https://www.cck.gob.ar/visitas-guiadas/,True
https://aysa.com.ar/lobuenodelagua/museo,False
https://museosarmiento.cultura.gob.ar/info/visita,True
https://buenosaires.gob.ar/torre-monumental,False
https://cabildonacional.cultura.gob.ar/info/visita,True
https://www.argentina.gob.ar/cultura/museos-institutos,True
https://buenosaires.gob.ar/cultura/usina-del-arte,True
https://centroanafrank.com.ar/,True
https://buenosaires.gob.ar/museolarreta/actividades,True
https://buenosaires.gob.ar/exposiciones-2,False
https://buenosaires.gob.ar/museos/museojosehernandez,True
https://buenosaires.gob.ar/museohernandez/colecciones,True
https://buenosaires.gob.ar/actividades-y-servicios,True
https://buenosaires.gob.ar/museos/museo-de-esculturas-luis-perlotti,True
https://buenosaires.gob.ar/museosivori/exposiciones-en-el-museo-sivori,True
https://museomoderno.org/exposiciones/,True
https://museomoderno.org/coleccion/,True
https://museomoderno.org/agenda/,True
https://museomoderno.org/,True
https://museomoderno.org/entradas/,True
https://www.buenosaires.gob.ar/subte/mapa-y-combinaciones,True
https://www.argentina.gob.ar/consegui-la-tarjeta-sube,True
https://buenosairesbus.com/,False
https://www.buenosairescitybus.com/,True
https://buenosaires.gob.ar/infraestructura/subte,True
https://buenosaires.gob.ar/metrobus-del-bajo,True
https://buenosaires.gob.ar/metrobus-norte-etapa-2,True
https://buenosaires.gob.ar/centro-de-trasbordo-retiro,True
https://buenosaires.gob.ar/centro-de-trasbordo-saenz,True
https://buenosaires.gob.ar/centro-de-trasbordo-pacifico,True
https://buenosaires.gob.ar/centro-de-trasbordo-constitucion,True
https://buenosaires.gob.ar/centro-de-trasbordo-federico-lacroze,True
https://buenosaires.gob.ar/centro-de-trasbordo-flores,True
https://buenosaires.gob.ar/centro-de-trasbordo-liniers,True
https://telepase.com.ar/como-funciona#adherirme,True
https://entradasba.buenosaires.gob.ar/landing/10-visita-cementerio-de-la-recoleta-turistas?idEspectaculoCartel=10&cHashValidacion=694af6317d9eda2f11605c3ee28bc7efd56e641a,True
https://buenosaires.gob.ar/cultura/musica,True
https://buenosaires.gob.ar/gobierno/baterecibe,False
https://museomoderno.org/agenda/la-noche-de-los-museos-2023,True
https://buenosaires.gob.ar/que-es-ecobici,True
https://buenosaires.gob.ar/noticias/los-mejores-miradores-para-ver-la-ciudad-desde-lo-alto,True
https://www.tierrasanta.com.ar/,True
https://buenosaires.gob.ar/espaciopublicoehigieneurbana/parque-avellaneda,True
https://www.rojas.uba.ar/,True
https://buenosaires.gob.ar/desarrolloeconomico/parque-de-innovacion,True
https://www.cck.gob.ar/,True
https://www.ciudadautodromo.com/,True
https://www.cckonex.org/,True
https://c3.jefatura.gob.ar/,True
https://imaginabocha.com.ar/,False
https://www.laruralticket.com.ar/event/the-pink-floyd-exhibition-their-mortal-remains,True
https://www.laruralticket.com.ar/event/expo-hobby-edicion-33,True
https://www.laruralticket.com.ar/event/bada-2024,True
https://tangoba.org/,True
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
,False
