URL,URL_activa
https://turismo.buenosaires.gob.ar/es/article/tango-ba-festival-y-mundial,True
https://turismo.buenosaires.gob.ar/es/article/visita-guiada-casa-de-la-ciudad?dsdh,True
https://turismo.buenosaires.gob.ar/es/article/visita-guiada-inclusiva-circuito-casco-historico?dsdh,True
https://turismo.buenosaires.gob.ar/es/article/descubr%C3%AD-buenos-aires-desde-el-bus-tur%C3%ADstico?dsdh,True
https://turismo.buenosaires.gob.ar/es/atractivo/razones-para-venir-buenos-aires,True
https://turismo.buenosaires.gob.ar/es/article/%C2%BFprimera-vez-en-buenos-aires,True
https://turismo.buenosaires.gob.ar/es/article/6-cosas-que-no-pod%C3%A9s-dejar-de-hacer-en-buenos-aires,True
https://turismo.buenosaires.gob.ar/es/article/5-tradiciones-del-costado-porte%C3%B1o-m%C3%A1s-aut%C3%B3ctono,True
https://turismo.buenosaires.gob.ar/es/agrupador-noticias/paseos-arquitect%C3%B3nicos,True
https://turismo.buenosaires.gob.ar/es/article/arquitectura-colonial,True
https://turismo.buenosaires.gob.ar/es/article/arquitectura-neocl%C3%A1sica,True
https://turismo.buenosaires.gob.ar/es/article/arquitectura-neog%C3%B3tica,True
https://turismo.buenosaires.gob.ar/es/article/arquitectura-art-nouveau,True
https://turismo.buenosaires.gob.ar/es/article/arquitectura-ecl%C3%A9ctica,True
https://turismo.buenosaires.gob.ar/es/article/arquitectura-de-influencia-brit%C3%A1nica,True
https://turismo.buenosaires.gob.ar/es/article/arquitectura-racionalista,True
https://turismo.buenosaires.gob.ar/es/article/arquitectura-art-d%C3%A9co,True
https://turismo.buenosaires.gob.ar/es/article/arquitectura-italianizante,True
https://turismo.buenosaires.gob.ar/es/article/el-paso-de-los-inmigrantes,True
https://turismo.buenosaires.gob.ar/es/otros-establecimientos/teatro-colon,True
https://turismo.buenosaires.gob.ar/es/article/degustaci%C3%B3n-ciegas-teatro-gourmet-en-buenos-aires,True
https://www.multiteatro.com.ar/teatro/liceo/,True
https://www.multiteatro.com.ar/teatro/multiteatro-comafi/,True
https://www.multiteatro.com.ar/teatro/multitabaris-comafi/,True
https://manzanadelasluces.cultura.gob.ar/info/visitas/,True
https://turismo.buenosaires.gob.ar/es/otros-establecimientos/el-ateneo-grand-splendid,True
https://turismo.buenosaires.gob.ar/es/otros-establecimientos/casa-de-gobierno-casa-rosada,True
https://turismo.buenosaires.gob.ar/es/otros-establecimientos/el-cabildo,True
https://turismo.buenosaires.gob.ar/es/otros-establecimientos/catedral-metropolitana,True
https://turismo.buenosaires.gob.ar/es/otros-establecimientos/cementerio-de-la-recoleta,True
https://turismo.buenosaires.gob.ar/es/otros-establecimientos/calle-museo-caminito,True
https://turismo.buenosaires.gob.ar/es/otros-establecimientos/obelisco,True
https://turismo.buenosaires.gob.ar/es/otros-establecimientos/palacio-barolo,True
https://turismo.buenosaires.gob.ar/es/otros-establecimientos/estadio-de-boca-juniors-la-bombonera,True
https://turismo.buenosaires.gob.ar/es/otros-establecimientos/estadio-river-plate-estadio-monumental,True
https://turismo.buenosaires.gob.ar/es/otros-establecimientos/zanj%C3%B3n-de-granados,True
https://turismo.buenosaires.gob.ar/es/otros-establecimientos/puente-de-la-mujer,True
https://turismo.buenosaires.gob.ar/es/otros-establecimientos/galerias-pac%C3%ADfico,True
https://turismo.buenosaires.gob.ar/es/otros-establecimientos/floralis-generica,True
https://turismo.buenosaires.gob.ar/es/otros-establecimientos/plaza-dorrego,True
